loginHourNormalized,newDeviceFlag,countryChangeFlag,geoDistanceNormalized,ipRiskScore
0.6569648346241316,0,0,0.1548086750479524,0.15630355221036224
0.37583614382589287,1,0,0.0861685447387576,0.1268469844754863
0.4775419038589369,0,0,0.14028054143064447,0.3497506079232988
0.6731782934766237,0,0,0.17304864314961327,0.12691584958013558
0.4463678464129245,1,0,0.23810286433155903,0.4237697031143254
0.45238760248909965,1,0,0.3361730585438134,0.3391485874651612
0.35268271004827245,0,0,0.39520747654278665,0.1562561834865786
0.6811224576679723,0,1,0.04190906879370968,0.10021058853201788
0.6983785783428268,1,0,0.3250425932888175,0.3625891946668617
0.5116174898843516,0,0,0.012693932303810263,0.3454515465550173
0.4860725888067807,0,1,0.3980253209912348,0.2499202739002552
0.5322838251631353,0,0,0.045691774219225545,0.31356157402073903
0.4659647417884702,0,0,0.20286776591190647,0.15202201243202232
0.3700987930206128,0,0,0.12033561435704897,0.35951751423019973
0.5260366346227575,1,0,0.22566115001706796,0.20136925528307523
0.5481358733552825,0,0,0.0038763935066493897,0.36981447677310786
0.40082783888162943,0,0,0.132589395841473,0.4733931414093421
0.45974771861983404,0,1,0.3417657447332709,0.10048698666566006
0.743916051747318,0,0,0.037487688911434836,0.23529247848676677
0.7046754461606533,0,0,0.2023491834113389,0.3011257154591602
0.5510926398312185,0,0,0.2164905097735783,0.19934333870506707
0.6870469036966915,0,1,0.2008842724879449,0.15649409486592789
0.6928692081067601,0,0,0.36249053738009707,0.2904932112788482
0.42582699811067,0,0,0.1185562212119832,0.21274163308723631
0.6665420716612208,0,0,0.00859024243449289,0.3118561044016438
0.38194802034106745,0,0,0.21008612649314073,0.3866335602386227
0.49083207453545075,0,0,0.2612080547567188,0.2503251398791102
0.7435759081152057,1,0,0.20005705301821528,0.3105439572918059
0.5818002068591391,0,1,0.11568884257121015,0.3201388136146337
0.653652817446093,0,0,0.25794950352004675,0.14317391645026106
0.41422799256379744,0,0,0.3232904821147815,0.16491962032719268
0.4241027204119052,1,0,0.3899596543555768,0.463930919614821
0.617674022371516,0,0,0.11819100103509217,0.3395415419205266
0.433223566835992,0,0,0.0849632024520532,0.11549380559109995
0.48464262740679076,1,1,0.15001719035035932,0.4521976668938613
0.67466395654722,1,0,0.29049663693988387,0.21663875521214815
0.6430121544236355,0,0,0.07143422729764551,0.33982461182091406
0.4010708628688344,1,0,0.17889559408329114,0.2923009868563874
0.5858622785312497,0,0,0.024217890590629666,0.2074838345724445
0.6939564955969137,0,0,0.17864091652491024,0.2860059962536702
0.35380686628497354,1,1,0.2040676740418409,0.407961167263996
0.5294677041616036,0,1,0.07623059503351325,0.3829555049432867
0.4309502695258913,0,0,0.28545552447157435,0.42771996413259916
0.5590390318010294,0,0,0.03780203751854461,0.2895895775428832
0.6465749104357917,0,0,0.34009143583183543,0.11189553724920304
0.46295036062150297,0,0,0.08969063466561913,0.24770497964414526
0.4372505444915011,1,0,0.1974676400003572,0.38929348085208026
0.5561084422328203,0,0,0.14194825246245388,0.1401101727104381
0.4133552558792926,1,1,0.22075313345535827,0.3975861881937227
0.5883860591051928,0,0,0.11582326787627162,0.41650555390338306
0.6046263998278549,0,0,0.0017684104031492787,0.2515708127519616
0.44849390326598404,0,0,0.3585946991969233,0.3551756100491704
0.501947733363009,0,1,0.07042140563128645,0.34897983990458636
0.4160900940533951,0,0,0.3585703492783563,0.4930905471679563
